axis_error_degrees_median,case_id,chamfer,error,failure_patterns,graph_f1,hd95,joint_type_accuracy,link_rotation_error_degrees_median,link_translation_error_normalized_median,mutation,origin_error_normalized_median,part_f1,simultaneous_success,status,voxel_iou
0.0,case_07_arm-10f5f05385,0.0001776036433292675,,poor_curved_geometry;wrong_joint_type;wrong_topology,0.8000000000000002,0.02504942461170174,0.8,0.0,0.009592850680598286,reparent_terminal_link,0.0,1.0,False,OK,0.751412429378531
,case_07_arm-10f5f05385,0.0,,wrong_joint_axis;wrong_joint_type;wrong_motion,1.0,0.0,0.2,70.51038936230593,0.0,revolute_fixed,0.0,1.0,False,OK,1.0
0.0,case_07_arm-10f5f05385,6.400143541137221e-05,,poor_curved_geometry,1.0,0.01447435758813599,1.0,0.0,0.00030868086507487846,link_scale_pct_20,0.0,1.0,False,OK,0.9767441860465116
0.0,case_08_arm-d55f01b988,0.0,,,1.0,0.0,1.0,0.0,0.0,identity,0.0,1.0,True,OK,1.0
0.0,case_08_arm-d55f01b988,0.0,,,1.0,0.0,1.0,0.0,0.0,axis_0,0.0,1.0,True,OK,1.0
5.000000000092464,case_08_arm-d55f01b988,0.0,,,1.0,0.0,1.0,5.422832956842863,0.02966590637377267,axis_5,0.0,1.0,True,OK,1.0
10.000000001987418,case_08_arm-d55f01b988,0.0,,wrong_joint_axis;wrong_motion,1.0,0.0,1.0,10.838371704103006,0.05868559536264504,axis_10,0.0,1.0,False,OK,1.0
0.0,case_08_arm-d55f01b988,0.0,,,1.0,0.0,1.0,0.0,0.0,origin_mm_0,0.0,1.0,True,OK,1.0
0.0,case_08_arm-d55f01b988,4.5481813349882644e-05,,,1.0,0.011082059613283093,1.0,0.0,0.02222335377093754,origin_mm_5,0.011622784193737036,1.0,True,OK,0.9071729957805907
0.0,case_08_arm-d55f01b988,0.0001303005803920813,,,1.0,0.019750354923748308,1.0,0.0,0.042734587500392066,origin_mm_10,0.023245568387474068,1.0,True,OK,0.78099173553719
0.0,case_08_arm-d55f01b988,5.8920560282224104e-05,,,1.0,0.012878609882361917,1.0,0.0,0.0002819968166713402,link_scale_pct_1,0.0,1.0,True,OK,1.0
0.0,case_08_arm-d55f01b988,6.797084054059726e-05,,,1.0,0.013668961551963153,1.0,0.0,0.0014057300940730653,link_scale_pct_5,0.0,1.0,True,OK,0.975
0.0,case_08_arm-d55f01b988,4.843887895771757e-07,,,1.0,0.0015346341721098765,1.0,0.0,0.00043366510125734037,visual_translation_mm_1,0.0,1.0,True,OK,1.0
0.0,case_08_arm-d55f01b988,1.0415428738315273e-05,,,1.0,0.007019561998219846,1.0,0.0,0.0021582547945270493,visual_translation_mm_5,0.0,1.0,True,OK,0.9426229508196722
45.0,case_08_arm-d55f01b988,0.0,,wrong_joint_axis;wrong_motion,1.0,0.0,1.0,47.919785962057446,0.22621473214161278,axis_45,0.0,1.0,False,OK,1.0
90.0,case_08_arm-d55f01b988,0.0,,wrong_joint_axis;wrong_motion,1.0,0.0,1.0,90.21205589303962,0.2876210283691333,axis_90,0.0,1.0,False,OK,1.0
0.0,case_08_arm-d55f01b988,0.0002980327624506129,,missing_parts;wrong_joint_type,0.9333333333333333,0.018625781009727983,0.875,0.0,0.0,remove_terminal_link,0.0,0.9411764705882353,False,OK,0.8755186721991701
,case_08_arm-d55f01b988,,ValueError: kinematic graph is not a rooted tree,,,,,,,remove_terminal_joint,,,,INVALID,
0.0,case_08_arm-d55f01b988,0.0013194161085754571,,poor_curved_geometry;poor_geometry;wrong_joint_type;wrong_topology,0.875,0.07282412276384548,0.875,0.0,0.011401929425737756,reparent_terminal_link,0.0,1.0,False,OK,0.4520123839009288
,case_08_arm-d55f01b988,0.0,,wrong_joint_axis;wrong_joint_type;wrong_motion,1.0,0.0,0.25,103.86379922027768,0.14656616447652077,revolute_fixed,0.0,1.0,False,OK,1.0
0.0,case_08_arm-d55f01b988,9.821711024079522e-05,,,1.0,0.016759081454874758,1.0,0.0,0.0055590600007166865,link_scale_pct_20,0.0,1.0,True,OK,0.8830645161290323
0.0,case_09_arm-551a9c392e,0.0,,,1.0,0.0,1.0,0.0,0.0,identity,0.0,1.0,True,OK,1.0
0.0,case_09_arm-551a9c392e,0.0,,,1.0,0.0,1.0,0.0,0.0,axis_0,0.0,1.0,True,OK,1.0
5.000000000092464,case_09_arm-551a9c392e,0.0,,,1.0,0.0,1.0,5.465410054189305,0.012387451990845781,axis_5,0.0,1.0,True,OK,1.0
10.000000001987418,case_09_arm-551a9c392e,0.0,,wrong_joint_axis;wrong_motion,1.0,0.0,1.0,10.815418681195556,0.024697041942648587,axis_10,0.0,1.0,False,OK,1.0
0.0,case_09_arm-551a9c392e,0.0,,,1.0,0.0,1.0,0.0,0.0,origin_mm_0,0.0,1.0,True,OK,1.0
0.0,case_09_arm-551a9c392e,3.340170884713253e-06,,,1.0,0.0037123174541727182,1.0,0.0,0.0022088725659084856,origin_mm_5,0.0,1.0,True,OK,0.9104938271604939
