mesh_path,mesh_faces,mesh_vertices,mesh_area,mesh_bbox_diagonal,mesh_watertight,mesh_body_count,normal_entropy,dihedral_q90_deg,sharp_edge_rate_15deg,sharp_edge_rate_30deg,error
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4600_support\meshes\irb4600_20_250\visual\link_6.dae,840.0,412.0,0.012706407878809245,0.09526278483923858,False,1.0,0.7585316357691693,90.00001924123073,0.4166666666666667,0.3060897435897436,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4600_support\meshes\irb4600_40_255\visual\link_2.dae,5280.0,2610.0,1.0471265814346093,1.3891331025743807,True,1.0,0.758048699478437,90.0,0.4842171717171717,0.3987373737373737,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4600_support\meshes\irb4600_40_255\visual\link_3.dae,10134.0,5056.0,1.0048973994666284,0.8177364300059874,False,2.0,0.9191066322332345,90.0,0.44811911193095727,0.3444890967784439,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4600_support\meshes\irb4600_40_255\visual\link_4.dae,7017.0,3514.0,0.63372179449573,1.0832464063078282,False,1.0,0.8682987515903822,88.59311282106418,0.33542558250118876,0.17708036138849262,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4600_support\meshes\irb4600_40_255\visual\link_5.dae,3546.0,1779.0,0.10189399801728077,0.26085732113025967,False,1.0,0.7893189782522188,83.5566817558517,0.31192314936899607,0.1700885289131663,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4600_support\meshes\irb4600_40_255\visual\link_6.dae,2240.0,1113.0,0.04386180626676828,0.190133915229341,False,1.0,0.7918052295472839,63.11722579417145,0.3776849642004773,0.26998806682577564,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4600_support\meshes\irb4600_60_205\visual\link_2.dae,12288.0,6123.0,0.9172232662952726,1.2029396466123934,False,1.0,0.7696082075066458,90.0,0.3590341833966359,0.3201844818231145,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4600_support\meshes\irb4600_60_205\visual\link_3.dae,12385.0,6182.0,1.0099241895813154,0.8178811191269549,False,2.0,0.9147782741001905,90.0,0.37457599741560327,0.3214343401712163,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4600_support\meshes\irb4600_60_205\visual\link_4.dae,11969.0,5993.0,0.5305595607994154,0.7901103188705402,False,1.0,0.8822031226668173,88.86429925298854,0.22092763964767534,0.15007247184747463,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4600_support\meshes\irb4600_60_205\visual\link_5.dae,8467.0,4236.0,0.10218103012093169,0.26084765799656784,False,1.0,0.7886538950580539,68.69882862594925,0.13457752578943225,0.12268682573430979,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4600_support\meshes\irb4600_60_205\visual\link_6.dae,4812.0,2400.0,0.044012133291872826,0.19010254314597688,False,1.0,0.7744710790009895,46.51197272295119,0.24757146822092702,0.2006661115736886,
